complaint_id,product_code,received_date,close_date,event_description,imdrf_code,regulatory_market,status,quality_issue
CMP-2022-00535,KZE,2024-04-09,,Pharmacy reported that the Tube Stopper lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A0301,EU,Investigating,
CMP-2021-00295,MQP,2021-02-11,2021-05-06,Hospital reported post-operative imaging revealed Pedicle Screw bending beyond acceptable limits. Patient required revision surgery. The device was implanted 212 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0105,IN,Closed,
CMP-2023-00893,QPP,2024-02-18,2024-04-11,Pharmacy reported that the Titanium Rod lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A1301,AU,Closed,
CMP-2022-00426,MQP,2021-03-22,2021-05-10,Pharmacy reported that the Pedicle Screw lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A1601,AU,Closed,
CMP-2023-00714,KZE,2021-11-11,2021-12-01,"Catheter reported to have kinked proximal to the Tube Stopper during navigation, resulting in device exchange. Procedure was abandoned and rescheduled. Patient experienced extended procedure time. No permanent harm reported.",A1501,BR,Closed,
CMP-2021-00261,MQP,2021-11-09,2021-12-08,Field service engineer noted Pedicle Screw separation from the main construct during a routine follow-up visit. No acute patient injury. Explanted device returned for laboratory analysis. Event occurred 722 days post-implant. Patient age: 42 years.,A0501,US,Closed,
CMP-2021-00238,FRY,2022-10-28,2022-12-31,Clinician reported device labeling discrepancy: the lot number on the inner pouch does not match the outer carton. Device was not used pending clarification. Potential labeling error under investigation.,A1301,BR,Closed,
CMP-2022-00560,MQP,2022-05-10,,Customer reported that the Pedicle Screw fractured intraoperatively during total hip arthroplasty. The patient is a 75-year-old female. The device was implanted 346 days prior to the reported event. Surgeon noted the fracture occurred during rod contouring. No patient injury reported at time of event. Sample return requested. Lot number LOT2021154.,A1301,IN,Open,
CMP-2022-00584,KZH,2022-09-02,2022-11-15,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT1566326. Packaging integrity testing requested on retained samples.,A0301,US,Closed,
CMP-2022-00446,QPP,2021-07-25,2021-10-23,Hospital reported post-operative imaging revealed Titanium Rod bending beyond acceptable limits. Patient required revision surgery. The device was implanted 65 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0101,AU,Closed,
CMP-2023-00868,KWQ,2023-02-25,2023-04-04,"Clinician reported Intramedullary Nail leak during balloon inflation. Procedure was total hip arthroplasty. Patient experienced minor blood loss, no intervention required. Device lot LOT1893114 returned for analysis. The event occurred during the first inflation cycle.",A1701,BR,Closed,
CMP-2023-00801,FRN,2024-07-12,2024-08-06,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A0101,BR,Closed,
CMP-2023-00600,FRN,2024-07-14,,Reported that the Balloon needle bent on insertion attempt. Three unsuccessful insertion attempts made. Patient experienced pain and bruising at insertion site. IV access established with replacement device.,A1601,JP,Open,
CMP-2023-00850,KWQ,2024-04-15,2024-06-21,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT9786991. Packaging integrity testing requested on retained samples.,A1701,IN,Closed,
CMP-2021-00266,KZE,2024-10-05,2024-12-08,Hospital reported post-operative imaging revealed Tube Stopper bending beyond acceptable limits. Patient required revision surgery. The device was implanted 618 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0105,US,Closed,
CMP-2024-00996,OZO,2024-07-03,,Hospital reported post-operative imaging revealed Connector bending beyond acceptable limits. Patient required revision surgery. The device was implanted 707 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0301,BR,Investigating,
CMP-2022-00530,QPP,2022-02-24,2022-04-18,Customer reported that the Titanium Rod fractured intraoperatively during peripheral arterial stenting. The patient is a 51-year-old male. The device was implanted 52 days prior to the reported event. Surgeon noted the fracture occurred during rod contouring. No patient injury reported at time of event. Sample return requested. Lot number LOT1020508.,A0105,AU,Closed,
CMP-2021-00056,GYN,2024-09-14,2024-11-06,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A1601,EU,Closed,
CMP-2021-00121,GYN,2023-06-15,2023-08-18,Hospital reported post-operative imaging revealed Lid Mechanism bending beyond acceptable limits. Patient required revision surgery. The device was implanted 543 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0501,EU,Closed,
CMP-2021-00216,FTZ,2022-07-14,2022-08-20,"User reported that the hazardous drug Plunger connector leaked during disconnection, resulting in staff exposure to chemotherapy agent. Occupational health protocol activated. Incident reported to hospital safety committee.",A2001,BR,Closed,
CMP-2021-00026,QPP,2023-10-15,2023-11-28,"Clinician reported Titanium Rod leak during balloon inflation. Procedure was total hip arthroplasty. Patient experienced minor blood loss, no intervention required. Device lot LOT3294774 returned for analysis. The event occurred during the first inflation cycle.",A1601,US,Closed,
CMP-2021-00073,OZO,2023-03-14,2023-04-28,,A0601,JP,Closed,Missing event_description; 
CMP-2021-00045,FTZ,2021-09-14,2021-10-10,Pharmacy reported that the Plunger lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A0601,BR,Closed,
CMP-2021-00248,XXX-999,2021-10-13,2022-01-06,"Clinician reported Plunger leak during balloon inflation. Procedure was anterior cervical discectomy and fusion (ACDF). Patient experienced minor blood loss, no intervention required. Device lot LOT2966890 returned for analysis. The event occurred during the first inflation cycle.",A1301,US,Closed,Unknown product_code; 
CMP-2023-00722,MQP,2022-06-25,2022-07-30,Pharmacy reported that the Pedicle Screw lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A0301,EU,Closed,
CMP-2021-00282,FTZ,2024-01-14,,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT4415085. Packaging integrity testing requested on retained samples.,A0601,CA,Investigating,
CMP-2023-00894,KZE,2021-07-17,2021-09-15,Hospital reported post-operative imaging revealed Tube Stopper bending beyond acceptable limits. Patient required revision surgery. The device was implanted 523 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0101,US,Closed,
CMP-2024-00915,FTZ,2022-04-08,2022-06-03,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT9170402. Packaging integrity testing requested on retained samples.,A0105,EU,Closed,
CMP-2023-00811,DXX,2024-03-06,2024-05-14,Customer reported that the Catheter Hub fractured intraoperatively during chemotherapy administration. The patient is a 82-year-old male. The device was implanted 108 days prior to the reported event. Surgeon noted the fracture occurred during rod contouring. No patient injury reported at time of event. Sample return requested. Lot number LOT7940102.,A1701,CA,Closed,
CMP-2021-00245,OZO,2022-11-25,2023-02-09,"Clinical engineer reported that the device software displayed an incorrect calibration reading, prompting a clinical hold. Firmware version v2.0.69. No patient harm. Device isolated for software diagnostic.",A1601,US,Closed,
CMP-2023-00823,QPP,2024-10-12,2024-12-12,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT7645833. Packaging integrity testing requested on retained samples.,A0501,JP,Closed,
CMP-2022-00322,KZE,2021-01-12,,"User reported that the hazardous drug Tube Stopper connector leaked during disconnection, resulting in staff exposure to chemotherapy agent. Occupational health protocol activated. Incident reported to hospital safety committee.",A0801,JP,Investigating,
CMP-2023-00644,KZE,2024-06-13,2024-08-12,,A0601,IN,Closed,Missing event_description; 
CMP-2021-00159,GYN,2022-03-20,2022-06-02,Nurse reported that the Lid Mechanism drip chamber cracked upon spiking the IV bag. IV solution leaked onto the patient's bed. Procedure delayed by 15 minutes. No patient harm. Device returned. Lot LOT8285484.,A1501,IN,Closed,
CMP-2024-00978,KZG,2024-09-23,2024-10-25,Field service engineer noted Needle/Catheter separation from the main construct during a routine follow-up visit. No acute patient injury. Explanted device returned for laboratory analysis. Event occurred 341 days post-implant. Patient age: 61 years.,A1001,JP,Closed,
CMP-2022-00430,OZO,2021-02-02,2021-04-20,"Clinician reported Connector leak during balloon inflation. Procedure was chemotherapy administration. Patient experienced minor blood loss, no intervention required. Device lot LOT3012893 returned for analysis. The event occurred during the first inflation cycle.",A1301,AU,Closed,
CMP-2024-00942,KZH,2021-03-25,2021-04-19,"Clinician reported Locking Plate leak during balloon inflation. Procedure was posterior lumbar interbody fusion (PLIF). Patient experienced minor blood loss, no intervention required. Device lot LOT7056809 returned for analysis. The event occurred during the first inflation cycle.",A1001,US,Closed,
CMP-2022-00463,KWQ,2023-08-03,2023-08-23,Pharmacy reported that the Intramedullary Nail lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A0301,BR,Closed,
CMP-2022-00310,FRN,2021-06-22,,"User reported that the hazardous drug Balloon connector leaked during disconnection, resulting in staff exposure to chemotherapy agent. Occupational health protocol activated. Incident reported to hospital safety committee.",A2001,AU,Investigating,
CMP-2023-00698,KZE,2024-09-02,2024-10-30,Field service engineer noted Tube Stopper separation from the main construct during a routine follow-up visit. No acute patient injury. Explanted device returned for laboratory analysis. Event occurred 46 days post-implant. Patient age: 54 years.,A0601,EU,Closed,
CMP-2021-00061,MQP,2024-01-13,2024-02-14,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A0601,JP,Closed,
CMP-2023-00885,KWQ,2021-07-02,2021-07-21,Reported that the Intramedullary Nail needle bent on insertion attempt. Three unsuccessful insertion attempts made. Patient experienced pain and bruising at insertion site. IV access established with replacement device.,A1501,BR,Closed,
CMP-2022-00596,XXX-999,2021-04-22,2021-05-22,Hospital reported post-operative imaging revealed Intramedullary Nail bending beyond acceptable limits. Patient required revision surgery. The device was implanted 459 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0105,BR,Closed,Unknown product_code; 
CMP-2023-00768,KWQ,2023-03-26,,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT3337324. Packaging integrity testing requested on retained samples.,A0501,JP,Investigating,
CMP-2023-00650,QPP,2023-12-02,2023-12-31,Customer reported that the Titanium Rod fractured intraoperatively during blood sample collection. The patient is a 80-year-old male. The device was implanted 706 days prior to the reported event. Surgeon noted the fracture occurred during rod contouring. No patient injury reported at time of event. Sample return requested. Lot number LOT5901932.,A1001,EU,Closed,
CMP-2023-00651,GYN,2024-02-26,2024-04-16,"Clinical engineer reported that the device software displayed an incorrect calibration reading, prompting a clinical hold. Firmware version v3.1.72. No patient harm. Device isolated for software diagnostic.",A0601,JP,Closed,
CMP-2023-00866,KZE,2022-01-16,2022-03-23,User reported that the Tube Stopper hub cracked upon connection to the extension set. No patient injury. Device was discarded and procedure completed with a replacement device. Complaint originated from a hospital in JP market.,A0101,JP,Closed,
CMP-2023-00669,GYN,2021-10-18,2021-12-16,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A0101,EU,Closed,
CMP-2021-00299,OZO,,2022-09-29,Nurse reported that the Connector drip chamber cracked upon spiking the IV bag. IV solution leaked onto the patient's bed. Procedure delayed by 15 minutes. No patient harm. Device returned. Lot LOT3557213.,A1501,US,Closed,Missing received_date; 
CMP-2023-00690,DXX,2021-01-05,2021-02-11,User reported that the Catheter Hub hub cracked upon connection to the extension set. No patient injury. Device was discarded and procedure completed with a replacement device. Complaint originated from a hospital in IN market.,A0301,IN,Closed,
CMP-2022-00315,KZE,2024-03-28,2024-06-07,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A0501,US,Closed,
CMP-2022-00311,FRY,2024-01-10,2024-01-31,"Clinician reported Drip Chamber leak during balloon inflation. Procedure was anterior cervical discectomy and fusion (ACDF). Patient experienced minor blood loss, no intervention required. Device lot LOT5644836 returned for analysis. The event occurred during the first inflation cycle.",A0105,CA,Closed,
CMP-2022-00362,KZG,2022-04-27,2022-06-26,"Catheter reported to have kinked proximal to the Needle/Catheter during navigation, resulting in device exchange. Procedure was abandoned and rescheduled. Patient experienced extended procedure time. No permanent harm reported.",A0105,US,Closed,
CMP-2022-00480,DXX,2021-08-13,2021-10-13,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT1218871. Packaging integrity testing requested on retained samples.,A1701,BR,Closed,
CMP-2021-00111,OZO,2023-12-22,2024-03-07,Pharmacy reported that the Connector lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A1701,CA,Closed,
CMP-2024-00990,KZE,2024-08-04,2024-09-24,"Clinician reported Tube Stopper leak during balloon inflation. Procedure was posterior lumbar interbody fusion (PLIF). Patient experienced minor blood loss, no intervention required. Device lot LOT9646009 returned for analysis. The event occurred during the first inflation cycle.",A1501,US,Closed,
CMP-2022-00487,KZE,2021-11-17,2022-01-06,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A1501,JP,Closed,
CMP-2022-00364,MQP,2024-10-07,2024-11-17,Nurse reported that the Pedicle Screw drip chamber cracked upon spiking the IV bag. IV solution leaked onto the patient's bed. Procedure delayed by 15 minutes. No patient harm. Device returned. Lot LOT6009840.,A1701,AU,Closed,
CMP-2021-00255,FTZ,2023-05-28,2023-07-20,"Catheter reported to have kinked proximal to the Plunger during navigation, resulting in device exchange. Procedure was abandoned and rescheduled. Patient experienced extended procedure time. No permanent harm reported.",A0501,EU,Closed,
CMP-2021-00260,MQP,2022-01-05,,Nurse reported that the Pedicle Screw drip chamber cracked upon spiking the IV bag. IV solution leaked onto the patient's bed. Procedure delayed by 15 minutes. No patient harm. Device returned. Lot LOT2234399.,A1301,EU,Investigating,
CMP-2023-00803,FRN,2021-02-25,2021-05-12,Hospital reported post-operative imaging revealed Balloon bending beyond acceptable limits. Patient required revision surgery. The device was implanted 171 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A1301,JP,Closed,
CMP-2023-00678,KZE,,2021-11-16,Clinician reported device labeling discrepancy: the lot number on the inner pouch does not match the outer carton. Device was not used pending clarification. Potential labeling error under investigation.,A2001,AU,Closed,Missing received_date; 
CMP-2022-00495,KWQ,2022-09-25,,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT3091937. Packaging integrity testing requested on retained samples.,A0105,IN,Investigating,
CMP-2023-00671,GYN,2023-09-04,2023-11-03,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT8950828. Packaging integrity testing requested on retained samples.,A1701,CA,Closed,
CMP-2022-00378,KZE,2021-01-21,2021-03-12,"Clinician reported Tube Stopper leak during balloon inflation. Procedure was tibial nail fixation. Patient experienced minor blood loss, no intervention required. Device lot LOT4965501 returned for analysis. The event occurred during the first inflation cycle.",A1701,BR,Closed,
CMP-2022-00527,FRY,2024-07-10,2024-10-01,,A1601,IN,Closed,Missing event_description; 
CMP-2023-00846,KZH,2024-02-16,2024-03-04,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT9875603. Packaging integrity testing requested on retained samples.,A0105,BR,Closed,
CMP-2021-00138,FRN,2022-08-06,2022-11-02,Customer reported that the sterile packaging seal was compromised on arrival. The device was not used. Complaint received during incoming inspection. Lot LOT6021328. Packaging integrity testing requested on retained samples.,A0105,EU,Closed,
CMP-2022-00356,FTZ,2022-05-09,,User reported that the Plunger hub cracked upon connection to the extension set. No patient injury. Device was discarded and procedure completed with a replacement device. Complaint originated from a hospital in CA market.,A1701,CA,Investigating,
CMP-2022-00366,MQP,2021-12-24,,"Clinician reported Pedicle Screw leak during balloon inflation. Procedure was posterior lumbar interbody fusion (PLIF). Patient experienced minor blood loss, no intervention required. Device lot LOT9048449 returned for analysis. The event occurred during the first inflation cycle.",A1701,IN,Investigating,
CMP-2024-00943,FRY,2024-09-03,2024-11-14,"User reported that the hazardous drug Drip Chamber connector leaked during disconnection, resulting in staff exposure to chemotherapy agent. Occupational health protocol activated. Incident reported to hospital safety committee.",A1301,BR,Closed,
CMP-2023-00750,FRY,2023-09-15,,Nurse reported that the Drip Chamber drip chamber cracked upon spiking the IV bag. IV solution leaked onto the patient's bed. Procedure delayed by 15 minutes. No patient harm. Device returned. Lot LOT3699257.,A0801,AU,Open,
CMP-2024-00949,GYN,2022-08-15,2022-09-09,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A0601,CA,Closed,
CMP-2023-00830,KWQ,2024-09-16,,Syringe plunger reported to have detached from the barrel during medication administration. Medication was lost. No patient injury. Complaint received directly from nursing staff.,A0801,AU,Open,
CMP-2023-00657,FRY,2024-10-27,2024-12-11,Clinician reported device labeling discrepancy: the lot number on the inner pouch does not match the outer carton. Device was not used pending clarification. Potential labeling error under investigation.,A1301,JP,Closed,
CMP-2021-00200,KZG,2024-04-15,2024-07-10,Pharmacy reported that the Needle/Catheter lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A0101,US,Closed,
CMP-2021-00214,GYN,2023-08-06,,,A0501,JP,Open,Missing event_description; 
CMP-2022-00409,FRY,2022-07-18,2022-09-19,Nurse reported that the Drip Chamber drip chamber cracked upon spiking the IV bag. IV solution leaked onto the patient's bed. Procedure delayed by 15 minutes. No patient harm. Device returned. Lot LOT6396230.,A0801,CA,Closed,
CMP-2022-00333,FRY,2022-12-19,2023-02-07,Hospital reported post-operative imaging revealed Drip Chamber bending beyond acceptable limits. Patient required revision surgery. The device was implanted 224 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A0301,JP,Closed,
CMP-2021-00209,GYN,2022-05-22,2022-07-11,Pharmacy reported that the Lid Mechanism lid mechanism failed to activate the locking feature after designated fill level was reached. Potential needlestick hazard identified. No injury occurred. Device quarantined. Corrective action requested.,A1601,CA,Closed,
CMP-2023-00614,OZO,2021-04-11,2021-06-21,"User reported that the hazardous drug Connector connector leaked during disconnection, resulting in staff exposure to chemotherapy agent. Occupational health protocol activated. Incident reported to hospital safety committee.",A2001,EU,Closed,
CMP-2021-00079,KZH,2024-04-07,2024-05-01,"User reported that the hazardous drug Locking Plate connector leaked during disconnection, resulting in staff exposure to chemotherapy agent. Occupational health protocol activated. Incident reported to hospital safety committee.",A0501,BR,Closed,
CMP-2023-00812,QPP,2024-03-20,2024-05-20,Hospital reported post-operative imaging revealed Titanium Rod bending beyond acceptable limits. Patient required revision surgery. The device was implanted 723 days prior. Surgeon attributed the event to patient non-compliance with weight-bearing restrictions. IMDRF assessment pending. Complaint received via distributor.,A1601,IN,Closed,Duplicate complaint_id; 
